mision;activity;time;robot
;TB_enter;2023-09-06 20:35:20;5
;TB_task2;2023-09-06 20:35:25;5
;TA_enter;2023-09-06 20:35:30;1
;TA_task1;2023-09-06 20:35:35;1
;TA_task3;2023-09-06 20:35:37;4
;TB_task3;2023-09-06 20:35:37;4
;TC_enter;2023-09-06 20:35:49;2
;TC_task1;2023-09-06 20:35:54;2
;TD_enter;2023-09-06 20:35:57;3
;TD_task2;2023-09-06 20:36:02;3
;TC_task3;2023-09-06 20:36:04;0
;TD_task3;2023-09-06 20:36:04;0
;TF_enter;2023-09-06 20:36:20;1
;TF_task2;2023-09-06 20:36:24;1
;TE_enter;2023-09-06 20:37:48;0
;TE_task1;2023-09-06 20:37:53;0
;TE_task3;2023-09-06 20:37:54;3
;TF_task3;2023-09-06 20:37:54;3
;TG_enter;2023-09-06 20:37:59;5
;TG_task1;2023-09-06 20:38:04;5
;TH_enter;2023-09-06 20:38:10;3
;TH_task2;2023-09-06 20:38:15;3
;TG_task3;2023-09-06 20:38:16;0
;TH_task3;2023-09-06 20:38:16;0
;TG_task4;2023-09-06 20:38:16;3
;TH_task4;2023-09-06 20:38:16;3
