mision;activity;time;robot
;TB_enter;2023-08-21 22:56:02;1
;TB_task2;2023-08-21 22:56:07;1
;TA_enter;2023-08-21 22:56:24;4
;TA_task1;2023-08-21 22:56:28;4
;TA_task3;2023-08-21 22:56:30;1
;TB_task3;2023-08-21 22:56:30;1
;TD_enter;2023-08-21 22:56:48;0
;TD_task2;2023-08-21 22:56:53;0
;TC_enter;2023-08-21 22:57:05;3
;TC_task1;2023-08-21 22:57:10;3
;TC_task3;2023-08-21 22:57:11;0
;TD_task3;2023-08-21 22:57:11;0
;TE_enter;2023-08-21 22:57:17;5
;TE_task1;2023-08-21 22:57:22;5
;TF_enter;2023-08-21 22:57:29;1
;TF_task2;2023-08-21 22:57:34;1
;TE_task3;2023-08-21 22:57:36;4
;TF_task3;2023-08-21 22:57:36;4
;TH_enter;2023-08-21 22:57:49;2
;TH_task2;2023-08-21 22:57:54;2
;TG_enter;2023-08-21 22:57:54;3
;TG_task1;2023-08-21 22:57:59;3
;TG_task3;2023-08-21 22:58:01;0
;TH_task3;2023-08-21 22:58:01;0
;TG_task4;2023-08-21 22:58:01;3
;TH_task4;2023-08-21 22:58:01;3
