mision;activity;time;robot
;TA_enter;2023-08-21 22:56:13;3
;TA_task1;2023-08-21 22:56:18;3
;TB_enter;2023-08-21 22:56:21;2
;TB_task2;2023-08-21 22:56:26;2
;TA_task3;2023-08-21 22:56:28;5
;TB_task3;2023-08-21 22:56:28;5
;TD_enter;2023-08-21 22:56:38;0
;TD_task2;2023-08-21 22:56:43;0
;TC_enter;2023-08-21 22:56:47;4
;TC_task1;2023-08-21 22:56:52;4
;TC_task3;2023-08-21 22:56:54;1
;TD_task3;2023-08-21 22:56:54;1
;TF_enter;2023-08-21 22:57:13;3
;TF_task2;2023-08-21 22:57:18;3
;TE_enter;2023-08-21 22:57:40;5
;TE_task1;2023-08-21 22:57:45;5
;TE_task3;2023-08-21 22:57:47;2
;TF_task3;2023-08-21 22:57:47;2
;TG_enter;2023-08-21 22:57:58;2
;TG_task1;2023-08-21 22:58:03;2
;TH_enter;2023-08-21 22:58:03;4
;TH_task2;2023-08-21 22:58:08;4
;TG_task3;2023-08-21 22:58:10;1
;TH_task3;2023-08-21 22:58:10;1
;TG_task4;2023-08-21 22:58:10;4
;TH_task4;2023-08-21 22:58:10;4
