case_id;activity;time;robot
;TA_enter;2023-08-21 10:17:37;2
;TB_enter;2023-08-21 10:17:42;1
;TA_task1;2023-08-21 10:17:42;2
;TB_task2;2023-08-21 10:17:47;1
;TA_task3;2023-08-21 10:17:49;4
;TB_task3;2023-08-21 10:17:49;4
;TD_enter;2023-08-21 10:18:02;4
;TD_task2;2023-08-21 10:18:07;4
;TC_enter;2023-08-21 10:18:07;3
;TC_task1;2023-08-21 10:18:12;3
;TC_task3;2023-08-21 10:18:14;0
;TD_task3;2023-08-21 10:18:14;0
;TF_enter;2023-08-21 10:18:29;1
;TE_enter;2023-08-21 10:18:30;0
;TF_task2;2023-08-21 10:18:34;1
;TE_task1;2023-08-21 10:18:35;0
;TE_task3;2023-08-21 10:18:37;3
;TF_task3;2023-08-21 10:18:37;3
;TG_enter;2023-08-21 10:18:48;5
;TG_task1;2023-08-21 10:18:53;5
;TH_enter;2023-08-21 10:18:53;3
;TH_task2;2023-08-21 10:18:58;3
;TG_task3;2023-08-21 10:19:00;0
;TH_task3;2023-08-21 10:19:00;0
;TG_task4;2023-08-21 10:19:00;3
;TH_task4;2023-08-21 10:19:00;3
