mision;activity;time;robot
;TA_enter;2023-08-21 22:55:17;0
;TA_task1;2023-08-21 22:55:22;0
;TB_enter;2023-08-21 22:55:23;2
;TB_task2;2023-08-21 22:55:28;2
;TA_task3;2023-08-21 22:55:30;5
;TB_task3;2023-08-21 22:55:30;5
;TC_enter;2023-08-21 22:55:45;1
;TC_task1;2023-08-21 22:55:50;1
;TD_enter;2023-08-21 22:56:03;5
;TD_task2;2023-08-21 22:56:08;5
;TC_task3;2023-08-21 22:56:10;2
;TD_task3;2023-08-21 22:56:10;2
;TF_enter;2023-08-21 22:56:25;2
;TE_enter;2023-08-21 22:56:30;0
;TF_task2;2023-08-21 22:56:30;2
;TE_task1;2023-08-21 22:56:35;0
;TE_task3;2023-08-21 22:56:36;3
;TF_task3;2023-08-21 22:56:36;3
;TH_enter;2023-08-21 22:56:52;1
;TG_enter;2023-08-21 22:56:52;5
;TH_task2;2023-08-21 22:56:57;1
;TG_task1;2023-08-21 22:56:57;5
;TG_task3;2023-08-21 22:56:59;2
;TH_task3;2023-08-21 22:56:59;2
;TG_task4;2023-08-21 22:56:59;5
;TH_task4;2023-08-21 22:56:59;5
