mision;activity;time;robot
;TA_enter;2023-08-25 15:33:12;1
;TB_enter;2023-08-25 15:33:12;3
;TA_task1;2023-08-25 15:33:17;1
;TB_task2;2023-08-25 15:33:17;3
;TA_task3;2023-08-25 15:33:19;0
;TB_task3;2023-08-25 15:33:19;0
;TD_enter;2023-08-25 15:33:36;5
;TC_enter;2023-08-25 15:33:38;0
;TD_task2;2023-08-25 15:33:41;5
;TC_task1;2023-08-25 15:33:43;0
;TC_task3;2023-08-25 15:33:45;3
;TD_task3;2023-08-25 15:33:45;3
;TF_enter;2023-08-25 15:33:53;2
;TF_task2;2023-08-25 15:33:58;2
;TE_enter;2023-08-25 15:35:47;4
;TE_task1;2023-08-25 15:35:52;4
;TE_task3;2023-08-25 15:35:54;1
;TF_task3;2023-08-25 15:35:54;1
;TG_enter;2023-08-25 15:36:12;5
;TG_task1;2023-08-25 15:36:18;5
;TH_enter;2023-08-25 15:36:20;3
;TH_task2;2023-08-25 15:36:25;3
;TG_task3;2023-08-25 15:36:27;0
;TH_task3;2023-08-25 15:36:27;0
;TG_task4;2023-08-25 15:36:27;3
;TH_task4;2023-08-25 15:36:27;3
