mision;activity;time;robot
;TA_enter;2023-08-25 15:32:52;5
;TB_enter;2023-08-25 15:32:53;3
;TA_task1;2023-08-25 15:32:57;5
;TB_task2;2023-08-25 15:32:58;3
;TA_task3;2023-08-25 15:33:00;0
;TB_task3;2023-08-25 15:33:00;0
;TC_enter;2023-08-25 15:33:07;4
;TC_task1;2023-08-25 15:33:12;4
;TD_enter;2023-08-25 15:33:57;1
;TD_task2;2023-08-25 15:34:02;1
;TC_task3;2023-08-25 15:34:04;4
;TD_task3;2023-08-25 15:34:04;4
;TF_enter;2023-08-25 15:34:17;2
;TE_enter;2023-08-25 15:34:20;3
;TF_task2;2023-08-25 15:34:21;2
;TE_task1;2023-08-25 15:34:25;3
;TE_task3;2023-08-25 15:34:27;0
;TF_task3;2023-08-25 15:34:27;0
;TG_enter;2023-08-25 15:34:40;5
;TH_enter;2023-08-25 15:34:42;4
;TG_task1;2023-08-25 15:34:45;5
;TH_task2;2023-08-25 15:34:47;4
;TG_task3;2023-08-25 15:34:48;1
;TH_task3;2023-08-25 15:34:48;1
;TG_task4;2023-08-25 15:34:49;4
;TH_task4;2023-08-25 15:34:49;4
