case_id;activity;time;robot
;TB_enter;2023-08-21 10:17:39;1
;TB_task2;2023-08-21 10:17:44;1
;TA_enter;2023-08-21 10:18:25;4
;TA_task1;2023-08-21 10:18:30;4
;TA_task3;2023-08-21 10:18:32;1
;TB_task3;2023-08-21 10:18:32;1
;TC_enter;2023-08-21 10:18:46;0
;TC_task1;2023-08-21 10:18:51;0
;TD_enter;2023-08-21 10:18:52;3
;TD_task2;2023-08-21 10:18:57;3
;TC_task3;2023-08-21 10:18:59;0
;TD_task3;2023-08-21 10:18:59;0
;TF_enter;2023-08-21 10:19:15;1
;TF_task2;2023-08-21 10:19:19;1
;TE_enter;2023-08-21 10:19:22;4
;TE_task1;2023-08-21 10:19:27;4
;TE_task3;2023-08-21 10:19:29;1
;TF_task3;2023-08-21 10:19:29;1
;TG_enter;2023-08-21 10:19:45;3
;TG_task1;2023-08-21 10:19:50;3
;TH_enter;2023-08-21 10:19:50;0
;TH_task2;2023-08-21 10:19:55;0
;TG_task3;2023-08-21 10:19:57;3
;TH_task3;2023-08-21 10:19:57;3
;TG_task4;2023-08-21 10:19:57;0
;TH_task4;2023-08-21 10:19:57;0
