mision;activity;time;robot
;TA_enter;2023-08-21 22:55:38;5
;TA_task1;2023-08-21 22:55:43;5
;TB_enter;2023-08-21 22:56:20;3
;TB_task2;2023-08-21 22:56:25;3
;TA_task3;2023-08-21 22:56:26;0
;TB_task3;2023-08-21 22:56:26;0
;TC_enter;2023-08-21 22:56:48;2
;TD_enter;2023-08-21 22:56:50;4
;TC_task1;2023-08-21 22:56:53;2
;TD_task2;2023-08-21 22:56:55;4
;TC_task3;2023-08-21 22:56:57;1
;TD_task3;2023-08-21 22:56:57;1
;TF_enter;2023-08-21 22:57:07;1
;TF_task2;2023-08-21 22:57:12;1
;TE_enter;2023-08-21 22:58:01;3
;TE_task1;2023-08-21 22:58:06;3
;TE_task3;2023-08-21 22:58:07;0
;TF_task3;2023-08-21 22:58:07;0
;TG_enter;2023-08-21 22:58:13;5
;TG_task1;2023-08-21 22:58:18;5
;TH_enter;2023-08-21 22:59:04;4
;TH_task2;2023-08-21 22:59:09;4
;TG_task3;2023-08-21 22:59:11;1
;TH_task3;2023-08-21 22:59:11;1
;TG_task4;2023-08-21 22:59:11;4
;TH_task4;2023-08-21 22:59:11;4
