case_id;activity;time;robot
;TB_enter;2023-08-21 10:18:27;5
;TB_task2;2023-08-21 10:18:32;5
;TA_enter;2023-08-21 10:18:37;1
;TA_task1;2023-08-21 10:18:42;1
;TA_task3;2023-08-21 10:18:44;4
;TB_task3;2023-08-21 10:18:44;4
;TC_enter;2023-08-21 10:18:56;2
;TC_task1;2023-08-21 10:19:01;2
;TD_enter;2023-08-21 10:19:04;3
;TD_task2;2023-08-21 10:19:09;3
;TC_task3;2023-08-21 10:19:11;0
;TD_task3;2023-08-21 10:19:11;0
;TF_enter;2023-08-21 10:19:27;1
;TF_task2;2023-08-21 10:19:31;1
;TE_enter;2023-08-21 10:20:54;0
;TE_task1;2023-08-21 10:20:59;0
;TE_task3;2023-08-21 10:21:00;3
;TF_task3;2023-08-21 10:21:00;3
;TG_enter;2023-08-21 10:21:05;5
;TG_task1;2023-08-21 10:21:10;5
;TH_enter;2023-08-21 10:21:16;3
;TH_task2;2023-08-21 10:21:21;3
;TG_task3;2023-08-21 10:21:22;0
;TH_task3;2023-08-21 10:21:22;0
;TG_task4;2023-08-21 10:21:22;3
;TH_task4;2023-08-21 10:21:22;3
