mision;activity;time;robot
;TB_enter;2023-08-25 15:32:27;3
;TB_task2;2023-08-25 15:32:31;3
;TA_enter;2023-08-25 15:32:36;1
;TA_task1;2023-08-25 15:32:41;1
;TA_task3;2023-08-25 15:32:42;4
;TB_task3;2023-08-25 15:32:42;4
;TC_enter;2023-08-25 15:33:00;5
;TC_task1;2023-08-25 15:33:05;5
;TD_enter;2023-08-25 15:33:07;0
;TD_task2;2023-08-25 15:33:12;0
;TC_task3;2023-08-25 15:33:14;3
;TD_task3;2023-08-25 15:33:14;3
;TF_enter;2023-08-25 15:33:22;2
;TF_task2;2023-08-25 15:33:27;2
;TE_enter;2023-08-25 15:34:57;3
;TE_task1;2023-08-25 15:35:01;3
;TE_task3;2023-08-25 15:35:03;0
;TF_task3;2023-08-25 15:35:03;0
;TH_enter;2023-08-25 15:35:19;0
;TH_task2;2023-08-25 15:35:23;0
;TG_enter;2023-08-25 15:35:24;5
;TG_task1;2023-08-25 15:35:29;5
;TG_task3;2023-08-25 15:35:31;2
;TH_task3;2023-08-25 15:35:31;2
;TG_task4;2023-08-25 15:35:31;5
;TH_task4;2023-08-25 15:35:31;5
