mision;activity;time;robot
;TB_enter;2023-08-21 22:55:03;4
;TB_task2;2023-08-21 22:55:08;4
;TA_enter;2023-08-21 22:55:11;3
;TA_task1;2023-08-21 22:55:16;3
;TA_task3;2023-08-21 22:55:18;0
;TB_task3;2023-08-21 22:55:18;0
;TC_enter;2023-08-21 22:55:23;5
;TC_task1;2023-08-21 22:55:28;5
;TD_enter;2023-08-21 22:56:19;2
;TD_task2;2023-08-21 22:56:24;2
;TC_task3;2023-08-21 22:56:26;5
;TD_task3;2023-08-21 22:56:26;5
;TF_enter;2023-08-21 22:56:40;4
;TE_enter;2023-08-21 22:56:45;3
;TF_task2;2023-08-21 22:56:45;4
;TE_task1;2023-08-21 22:56:50;3
;TE_task3;2023-08-21 22:56:51;0
;TF_task3;2023-08-21 22:56:51;0
;TG_enter;2023-08-21 22:57:07;5
;TH_enter;2023-08-21 22:57:08;2
;TG_task1;2023-08-21 22:57:12;5
;TH_task2;2023-08-21 22:57:13;2
;TG_task3;2023-08-21 22:57:15;5
;TH_task3;2023-08-21 22:57:15;5
;TG_task4;2023-08-21 22:57:15;2
;TH_task4;2023-08-21 22:57:15;2
