mision;activity;time;robot
;TB_enter;2023-08-21 22:56:21;1
;TA_enter;2023-08-21 22:56:22;4
;TB_task2;2023-08-21 22:56:26;1
;TA_task1;2023-08-21 22:56:27;4
;TA_task3;2023-08-21 22:56:29;1
;TB_task3;2023-08-21 22:56:29;1
;TC_enter;2023-08-21 22:56:52;5
;TC_task1;2023-08-21 22:56:57;5
;TD_enter;2023-08-21 22:56:59;2
;TD_task2;2023-08-21 22:57:04;2
;TC_task3;2023-08-21 22:57:05;5
;TD_task3;2023-08-21 22:57:05;5
;TF_enter;2023-08-21 22:57:12;3
;TF_task2;2023-08-21 22:57:17;3
;TE_enter;2023-08-21 22:57:24;1
;TE_task1;2023-08-21 22:57:29;1
;TE_task3;2023-08-21 22:57:31;4
;TF_task3;2023-08-21 22:57:31;4
;TG_enter;2023-08-21 22:57:39;4
;TG_task1;2023-08-21 22:57:43;4
;TH_enter;2023-08-21 22:57:44;0
;TH_task2;2023-08-21 22:57:49;0
;TG_task3;2023-08-21 22:57:51;3
;TH_task3;2023-08-21 22:57:51;3
;TG_task4;2023-08-21 22:57:51;0
;TH_task4;2023-08-21 22:57:51;0
