mision;activity;time;robot
;TA_enter;2023-08-21 22:56:02;1
;TB_enter;2023-08-21 22:56:02;3
;TA_task1;2023-08-21 22:56:07;1
;TB_task2;2023-08-21 22:56:07;3
;TA_task3;2023-08-21 22:56:09;0
;TB_task3;2023-08-21 22:56:09;0
;TD_enter;2023-08-21 22:56:26;5
;TC_enter;2023-08-21 22:56:28;0
;TD_task2;2023-08-21 22:56:31;5
;TC_task1;2023-08-21 22:56:33;0
;TC_task3;2023-08-21 22:56:35;3
;TD_task3;2023-08-21 22:56:35;3
;TF_enter;2023-08-21 22:56:43;2
;TF_task2;2023-08-21 22:56:48;2
;TE_enter;2023-08-21 22:58:36;4
;TE_task1;2023-08-21 22:58:41;4
;TE_task3;2023-08-21 22:58:43;1
;TF_task3;2023-08-21 22:58:43;1
;TG_enter;2023-08-21 22:59:01;5
;TG_task1;2023-08-21 22:59:06;5
;TH_enter;2023-08-21 22:59:08;3
;TH_task2;2023-08-21 22:59:13;3
;TG_task3;2023-08-21 22:59:15;0
;TH_task3;2023-08-21 22:59:15;0
;TG_task4;2023-08-21 22:59:15;3
;TH_task4;2023-08-21 22:59:15;3
