mision;activity;time;robot
;TA_enter;2023-08-21 22:55:07;3
;TA_task1;2023-08-21 22:55:12;3
;TB_enter;2023-08-21 22:55:13;2
;TB_task2;2023-08-21 22:55:18;2
;TA_task3;2023-08-21 22:55:19;5
;TB_task3;2023-08-21 22:55:19;5
;TC_enter;2023-08-21 22:55:25;4
;TC_task1;2023-08-21 22:55:30;4
;TD_enter;2023-08-21 22:55:47;0
;TD_task2;2023-08-21 22:55:52;0
;TC_task3;2023-08-21 22:55:54;3
;TD_task3;2023-08-21 22:55:54;3
;TF_enter;2023-08-21 22:56:10;3
;TF_task2;2023-08-21 22:56:14;3
;TE_enter;2023-08-21 22:56:58;1
;TE_task1;2023-08-21 22:57:03;1
;TE_task3;2023-08-21 22:57:05;4
;TF_task3;2023-08-21 22:57:05;4
;TG_enter;2023-08-21 22:57:18;2
;TH_enter;2023-08-21 22:57:22;0
;TG_task1;2023-08-21 22:57:23;2
;TH_task2;2023-08-21 22:57:27;0
;TG_task3;2023-08-21 22:57:28;3
;TH_task3;2023-08-21 22:57:28;3
;TG_task4;2023-08-21 22:57:29;0
;TH_task4;2023-08-21 22:57:29;0
