case_id;activity;time;robot
;TB_enter;2023-08-21 10:18:35;0
;TA_enter;2023-08-21 10:18:37;2
;TB_task2;2023-08-21 10:18:40;0
;TA_task1;2023-08-21 10:18:41;2
;TA_task3;2023-08-21 10:18:43;5
;TB_task3;2023-08-21 10:18:43;5
;TC_enter;2023-08-21 10:18:52;4
;TC_task1;2023-08-21 10:18:57;4
;TD_enter;2023-08-21 10:19:28;3
;TD_task2;2023-08-21 10:19:33;3
;TC_task3;2023-08-21 10:19:34;0
;TD_task3;2023-08-21 10:19:34;0
;TF_enter;2023-08-21 10:19:48;1
;TE_enter;2023-08-21 10:19:49;5
;TF_task2;2023-08-21 10:19:53;1
;TE_task1;2023-08-21 10:19:54;5
;TE_task3;2023-08-21 10:19:55;2
;TF_task3;2023-08-21 10:19:55;2
;TG_enter;2023-08-21 10:20:14;0
;TH_enter;2023-08-21 10:20:18;4
;TG_task1;2023-08-21 10:20:19;0
;TH_task2;2023-08-21 10:20:23;4
;TG_task3;2023-08-21 10:20:24;1
;TH_task3;2023-08-21 10:20:24;1
;TG_task4;2023-08-21 10:20:25;4
;TH_task4;2023-08-21 10:20:25;4
