case_id;activity;time;robot
;TB_enter;2023-08-21 10:17:46;3
;TA_enter;2023-08-21 10:17:50;2
;TB_task2;2023-08-21 10:17:51;3
;TA_task1;2023-08-21 10:17:55;2
;TA_task3;2023-08-21 10:17:56;5
;TB_task3;2023-08-21 10:17:56;5
;TD_enter;2023-08-21 10:18:07;0
;TD_task2;2023-08-21 10:18:12;0
;TC_enter;2023-08-21 10:18:16;5
;TC_task1;2023-08-21 10:18:21;5
;TC_task3;2023-08-21 10:18:22;2
;TD_task3;2023-08-21 10:18:22;2
;TF_enter;2023-08-21 10:18:44;2
;TF_task2;2023-08-21 10:18:49;2
;TE_enter;2023-08-21 10:18:55;1
;TE_task1;2023-08-21 10:19:00;1
;TE_task3;2023-08-21 10:19:01;4
;TF_task3;2023-08-21 10:19:01;4
;TG_enter;2023-08-21 10:19:21;4
;TH_enter;2023-08-21 10:19:24;5
;TG_task1;2023-08-21 10:19:25;4
;TH_task2;2023-08-21 10:19:29;5
;TG_task3;2023-08-21 10:19:30;2
;TH_task3;2023-08-21 10:19:30;2
;TG_task4;2023-08-21 10:19:30;5
;TH_task4;2023-08-21 10:19:30;5
