case_id;activity;time;robot
;TB_enter;2023-08-21 10:17:12;1
;TB_task2;2023-08-21 10:17:17;1
;TA_enter;2023-08-21 10:17:18;3
;TA_task1;2023-08-21 10:17:23;3
;TA_task3;2023-08-21 10:17:25;0
;TB_task3;2023-08-21 10:17:25;0
;TC_enter;2023-08-21 10:17:49;5
;TD_enter;2023-08-21 10:17:49;2
;TC_task1;2023-08-21 10:17:54;5
;TD_task2;2023-08-21 10:17:54;2
;TC_task3;2023-08-21 10:17:56;5
;TD_task3;2023-08-21 10:17:56;5
;TF_enter;2023-08-21 10:18:21;4
;TF_task2;2023-08-21 10:18:26;4
;TE_enter;2023-08-21 10:19:02;0
;TE_task1;2023-08-21 10:19:07;0
;TE_task3;2023-08-21 10:19:08;3
;TF_task3;2023-08-21 10:19:08;3
;TG_enter;2023-08-21 10:19:23;2
;TH_enter;2023-08-21 10:19:27;5
;TG_task1;2023-08-21 10:19:28;2
;TH_task2;2023-08-21 10:19:32;5
;TG_task3;2023-08-21 10:19:33;2
;TH_task3;2023-08-21 10:19:33;2
;TG_task4;2023-08-21 10:19:33;5
;TH_task4;2023-08-21 10:19:33;5
