mision, action, DateTime, org:resource, randomSeed 
,T_0_Busy,2023-09-14 00:47:14,0,10
,T_0_Done,2023-09-14 00:47:19,0,10
,T_2_Busy,2023-09-14 00:47:27,1,10
,T_2_Done,2023-09-14 00:47:31,1,10
,T_2_ocupied,2023-09-14 00:47:31,1,10
,T_2_waiting,2023-09-14 00:47:31,1,10
,T_6_ocupied,2023-09-14 00:47:52,3,10
,T_6_waiting,2023-09-14 00:47:52,3,10
,T_1_ocupied,2023-09-14 00:48:19,5,10
,T_1_waiting,2023-09-14 00:48:19,5,10
,T_1_Busy,2023-09-14 00:48:19,5,10
,T_2_Busy,2023-09-14 00:48:19,1,10
,T_6_Busy,2023-09-14 00:48:19,3,10
,T_1_done,2023-09-14 00:48:24,5,10
,T_2_done,2023-09-14 00:48:24,1,10
,T_6_done,2023-09-14 00:48:24,3,10
